Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour)
1,1,13,1,10,0.997366704,4
1,1,13,1,11,1.006217158,4
1,1,17,2,12,0.001462876,1
1,1,17,2,13,0.000533286,1
1,1,17,3,22,0.003524066,1
1,1,17,2,16,0.000981673,1
1,1,17,3,21,0.00296705,1
1,1,17,3,23,0.003284571,1
1,1,17,4,24,0.078618958,1
1,1,17,4,25,0.061188649,1
1,1,17,4,26,0.081005914,1
1,1,17,4,27,0.080928753,1
1,1,17,4,28,0.078178103,1
1,1,17,4,29,0.080336282,1
1,1,17,0,0,0.16223096,1
1,1,17,0,1,0.160690347,1
1,1,17,0,2,0.161932047,1
1,1,17,0,3,0.159016435,1
1,1,17,0,4,0.158447964,1
1,1,17,0,5,0.155957352,1
1,1,21,3,19,0,0
1,1,21,3,20,0,0
1,1,21,2,13,0,0
1,1,21,3,22,0,0
1,1,21,2,16,0,0
1,1,21,3,21,0,0
1,1,21,3,23,0,0
1,1,21,2,17,0.003855153,1
1,1,21,2,15,0.002922655,1
1,1,21,2,14,0.001909153,1
1,1,21,3,18,0.000275082,1
1,1,21,2,12,0.001250816,1
1,1,21,4,24,0.078850235,1
1,1,21,4,25,0.060115623,1
1,1,21,4,26,0.079113465,1
1,1,21,4,27,0.060904908,1
1,1,21,4,28,0.080478295,1
1,1,21,4,29,0.07861325,1
1,1,21,0,4,0.120830985,1
1,1,21,1,6,0.324402996,2
1,1,21,1,7,0.323774171,2
1,1,21,1,8,0.316652733,2
1,1,21,1,9,0.312056265,2
1,1,21,1,10,0.320335285,2
1,1,21,1,11,0.314017017,2
1,1,21,0,0,0.141604394,2
1,1,21,0,1,0.14066999,2
1,1,21,0,2,0.139826515,2
1,1,21,0,3,0.139958218,2
1,1,21,0,5,0.138676007,2
1,2,1,3,19,0,0
1,2,1,3,20,0,0
1,2,1,3,22,0,0
1,2,1,2,16,0,0
1,2,1,3,21,0,0
1,2,1,3,23,0,0
1,2,1,2,17,0,0
1,2,1,2,15,0,0
1,2,1,2,14,0,0
1,2,1,3,18,0,0
1,2,1,2,12,0,0
1,2,1,2,13,0.000206738,1
1,2,1,4,27,0.061127252,2
1,2,1,4,28,0.057687919,2
1,2,1,4,29,0.059527011,2
1,2,1,0,2,0.039080026,2
1,2,1,4,24,0.079281558,3
1,2,1,4,25,0.080180437,3
1,2,1,4,26,0.083307413,3
1,2,1,0,4,0.082523412,3
1,2,1,0,0,0.081447041,3
1,2,1,0,1,0.079246995,3
1,2,1,0,3,0.077917835,3
1,2,1,0,5,0.080893073,3
1,2,5,3,19,0,0
1,2,5,3,20,0,0
1,2,5,3,22,0,0
1,2,5,3,23,0,0
1,2,5,2,17,0,0
1,2,5,2,15,0,0
1,2,5,2,14,0,0
1,2,5,3,18,0,0
1,2,5,2,13,0,0
1,2,1,1,6,0.122388285,4
1,2,1,1,7,0.12041205,4
1,2,1,1,8,0.115197781,4
1,2,1,1,9,0.118391383,4
1,2,1,1,10,0.115440816,4
1,2,1,1,11,0.121127918,4
1,2,5,2,16,5.28E-05,1
1,2,5,3,21,0.002700309,1
1,2,5,2,12,0.000638802,1
1,2,5,4,29,0.039339465,1
1,2,5,4,27,0.078758281,2
1,2,5,4,28,0.080162473,2
1,2,5,0,2,0.078741436,2
1,2,5,4,24,0.077783851,2
1,2,5,4,25,0.078992114,2
1,2,5,4,26,0.080339911,2
1,2,5,0,4,0.079861144,2
1,2,5,0,0,0.079910297,2
1,2,5,0,1,0.081747847,2
1,2,5,0,3,0.078273566,2
1,2,5,0,5,0.058898247,2
1,2,9,3,19,0,0
1,2,9,3,22,0,0
1,2,9,3,23,0,0
1,2,9,2,17,0,0
1,2,9,2,15,0,0
1,2,9,2,14,0,0
1,2,9,3,18,0,0
1,2,9,2,13,0,0
1,2,9,1,6,0,0
1,2,9,1,7,0,0
1,2,9,1,8,0,0
1,2,9,1,9,0,0
1,2,9,1,10,0,0
1,2,9,1,11,0,0
1,2,9,2,16,0,0
1,2,9,3,20,0.002376977,1
1,2,9,3,21,0.005248658,1
1,2,9,2,12,6.23E-05,1
1,2,9,0,4,0.079696459,2
1,2,9,0,0,0.081293487,2
1,2,9,0,5,0.08272825,2
1,2,9,4,29,0.120527757,3
1,2,9,4,27,0.122668917,3
1,2,9,4,28,0.12047128,3
1,2,9,0,2,0.102852117,3
1,2,9,4,24,0.119269659,3
1,2,9,4,25,0.099133853,3
1,2,9,4,26,0.100129063,3
1,2,9,0,1,0.098447356,3
1,2,9,0,3,0.099212999,3
1,2,13,3,19,0,0
1,2,13,3,22,0,0
1,2,13,3,23,0,0
1,2,13,2,17,0,0
1,2,13,2,15,0,0
1,2,13,2,14,0,0
1,2,13,2,13,0,0
1,2,13,1,7,0,0
1,2,13,1,8,0,0
1,2,13,2,16,0,0
1,2,13,3,20,0,0
1,2,13,3,21,0,0
1,2,13,2,12,0,0
1,2,13,3,18,0.003426009,1
1,2,13,1,6,0.019980706,1
1,2,13,1,9,0.017428908,1
1,2,13,1,10,0.02153609,1
1,2,13,1,11,0.033467627,1
1,2,13,4,29,0.078756276,2
1,2,13,4,24,0.082659244,2
1,2,13,4,25,0.080332914,2
1,2,13,4,27,0.103138799,3
1,2,13,4,28,0.101928928,3
1,2,13,4,26,0.099835304,3
1,2,17,3,19,0,0
1,2,17,3,23,0,0
1,2,17,2,17,0,0
1,2,17,1,7,0,0
1,2,17,1,8,0,0
1,2,17,2,16,0,0
1,2,17,3,18,0,0
1,2,17,1,6,0,0
1,2,17,1,9,0,0
1,2,17,1,10,0,0
1,2,17,1,11,0,0
1,2,13,0,4,0.160280331,4
1,2,13,0,0,0.15723862,4
1,2,13,0,5,0.161181636,4
1,2,13,0,2,0.163418785,4
1,2,13,0,1,0.16281151,4
1,2,13,0,3,0.160273212,4
1,2,17,3,22,0.001564649,1
1,2,17,2,15,0.004352153,1
1,2,17,2,14,0.001425227,1
1,2,17,2,13,0.003336206,1
1,2,17,3,20,0.002141791,1
1,2,17,3,21,0.005180579,1
1,2,17,2,12,0.003400113,1
1,2,17,4,28,0.03980121,1
1,2,17,4,29,0.07850141,2
1,2,17,4,24,0.081642798,2
1,2,17,4,25,0.060644022,2
1,2,17,4,27,0.058996993,2
1,2,17,4,26,0.079634538,2
1,2,21,3,19,0,0
1,2,21,3,23,0,0
1,2,21,2,17,0,0
1,2,21,1,7,0,0
1,2,21,1,8,0,0
1,2,21,2,16,0,0
1,2,21,3,18,0,0
1,2,21,1,6,0,0
1,2,21,1,9,0,0
1,2,21,1,10,0,0
1,2,21,1,11,0,0
1,2,21,3,22,0,0
1,2,21,2,15,0,0
1,2,21,2,14,0,0
1,2,21,2,13,0,0
1,2,21,3,20,0,0
1,2,21,2,12,0,0
1,2,21,3,21,0.000515083,1
1,2,21,4,28,0.080782815,2
1,2,21,4,29,0.081443886,2
1,2,21,4,24,0.079845895,2
1,2,21,4,25,0.082141033,2
1,2,21,4,27,0.078966621,2
1,2,21,4,26,0.077649206,2
1,2,21,0,4,0.299801446,3
1,2,21,0,0,0.292957031,3
1,2,21,0,5,0.303238671,3
1,2,21,0,2,0.302462934,3
1,2,21,0,1,0.30038085,3
1,2,21,0,3,0.298110397,3
1,3,1,3,19,0,0
1,3,1,3,23,0,0
1,3,1,1,7,0,0
1,3,1,1,8,0,0
1,3,1,2,16,0,0
1,3,1,3,18,0,0
1,3,1,1,6,0,0
1,3,1,1,9,0,0
1,3,1,1,10,0,0
1,3,1,1,11,0,0
1,3,1,2,13,0,0
1,3,1,3,20,0,0
1,3,1,2,12,0,0
1,3,1,3,21,0,0
1,3,1,2,17,0.00166125,1
1,3,1,3,22,0.005379738,1
1,3,1,2,15,0.00073561,1
1,3,1,2,14,0.000182231,1
1,3,1,4,28,0.078754081,1
1,3,1,4,29,0.059576725,1
1,3,1,4,24,0.079792553,1
1,3,1,4,25,0.060288367,1
1,3,1,4,27,0.078002243,1
1,3,1,4,26,0.080938884,1
1,3,1,0,4,0.081052784,1
1,3,1,0,0,0.080341179,1
1,3,1,0,5,0.06070288,1
1,3,1,0,2,0.077198179,1
1,3,1,0,1,0.058486132,1
1,3,1,0,3,0.079470668,1
1,3,5,3,23,0,0
1,3,5,1,7,0,0
1,3,5,1,8,0,0
1,3,5,2,16,0,0
1,3,5,1,6,0,0
1,3,5,1,9,0,0
1,3,5,1,10,0,0
1,3,5,1,11,0,0
1,3,5,2,13,0,0
1,3,5,3,20,0,0
1,3,5,2,12,0,0
1,3,5,3,22,0,0
1,3,5,2,14,0,0
1,3,5,3,19,0.00175589,1
1,3,5,3,18,0.0015088,1
1,3,5,3,21,0.001944654,1
1,3,5,2,17,0.00055243,1
1,3,5,2,15,0.002013587,1
1,3,5,4,28,0.061123556,1
1,3,5,4,29,0.081771832,1
1,3,5,4,24,0.077595362,1
1,3,5,4,25,0.080630285,1
1,3,5,4,27,0.081003351,1
1,3,5,4,26,0.081062389,1
1,3,5,0,4,0.079120767,1
1,3,5,0,0,0.078283803,1
1,3,5,0,5,0.062151886,1
1,3,5,0,2,0.080297261,1
1,3,5,0,1,0.078981183,1
1,3,5,0,3,0.059454862,1
1,3,9,3,23,0,0
1,3,9,1,7,0,0
1,3,9,1,8,0,0
1,3,9,2,16,0,0
1,3,9,1,6,0,0
1,3,9,1,9,0,0
1,3,9,1,10,0,0
1,3,9,1,11,0,0
1,3,9,2,13,0,0
1,3,9,3,20,0,0
1,3,9,2,12,0,0
1,3,9,3,22,0,0
1,3,9,3,18,0,0
1,3,9,2,17,0,0
1,3,9,2,15,0,0
1,3,9,2,14,0.004970976,1
1,3,9,3,19,0.001488817,1
1,3,9,3,21,0.001708839,1
1,3,9,4,28,0.122853256,1
1,3,9,4,29,0.116138799,1
1,3,9,4,24,0.122876823,1
1,3,9,4,25,0.120599346,1
1,3,9,4,27,0.121836169,1
1,3,9,4,26,0.121965105,1
1,3,9,0,4,0.079568928,1
1,3,9,0,0,0.099074477,1
1,3,9,0,5,0.097974128,1
1,3,9,0,2,0.082048725,1
1,3,9,0,1,0.080108859,1
1,3,9,0,3,0.080198963,1
1,3,13,3,23,0,0
1,3,13,1,8,0,0
1,3,13,2,16,0,0
1,3,13,1,6,0,0
1,3,13,1,11,0,0
1,3,13,2,12,0,0
1,3,13,3,18,0,0
1,3,13,2,17,0,0
1,3,13,2,15,0,0
1,3,13,2,14,0,0
1,3,13,3,19,0,0
1,3,13,1,7,0.022498491,1
1,3,13,1,9,0.021271065,1
1,3,13,1,10,0.018006937,1
1,3,13,2,13,0.001061829,1
1,3,13,3,20,0.000851284,1
1,3,13,3,22,0.004927906,1
1,3,13,3,21,0.001818167,1
1,3,13,4,28,0.103482459,1
1,3,13,4,29,0.100883898,1
1,3,13,4,24,0.09846423,1
1,3,13,4,25,0.077476035,1
1,3,13,4,27,0.100294085,1
1,3,13,4,26,0.080831895,1
1,3,13,0,4,0.161389511,2
1,3,13,0,0,0.160367368,2
1,3,13,0,5,0.156342771,2
1,3,13,0,2,0.161392409,2
1,3,13,0,1,0.15936619,2
1,3,13,0,3,0.157351654,2
1,3,17,1,8,0,0
1,3,17,1,6,0,0
1,3,17,1,11,0,0
1,3,17,2,17,0,0
1,3,17,2,15,0,0
1,3,17,2,14,0,0
1,3,17,3,19,0,0
1,3,17,1,7,0,0
1,3,17,1,9,0,0
1,3,17,1,10,0,0
1,3,17,2,13,0,0
1,3,17,3,20,0,0
1,3,17,3,21,0,0
1,3,17,3,23,0.008714733,1
1,3,17,2,16,0.002041164,1
1,3,17,2,12,0.002430635,1
1,3,17,3,18,0.004007169,1
1,3,17,3,22,0.001527514,1
1,3,17,4,28,0.057425198,1
1,3,17,4,29,0.07751201,1
1,3,17,4,24,0.078780557,1
1,3,17,4,25,0.084267637,1
1,3,17,4,27,0.060438892,1
1,3,17,4,26,0.058692239,1
1,3,17,0,4,0.157584092,1
1,3,17,0,5,0.158032778,1
1,3,17,0,0,0.162444088,2
1,3,17,0,2,0.159637745,2
1,3,17,0,1,0.159404092,2
1,3,17,0,3,0.160263652,2
1,3,21,1,8,0,0
1,3,21,1,6,0,0
1,3,21,1,11,0,0
1,3,21,2,17,0,0
1,3,21,2,14,0,0
1,3,21,3,19,0,0
1,3,21,1,7,0,0
1,3,21,1,9,0,0
1,3,21,1,10,0,0
1,3,21,3,20,0,0
1,3,21,3,21,0,0
1,3,21,3,23,0,0
1,3,21,2,16,0,0
1,3,21,2,12,0,0
1,3,21,3,18,0,0
1,3,21,3,22,0,0
1,3,21,2,15,0.000713959,1
1,3,21,2,13,0.001602238,1
1,3,21,4,28,0.080951485,1
1,3,21,4,29,0.081736819,1
1,3,21,4,24,0.079152319,1
1,3,21,4,25,0.080306886,1
1,3,21,4,27,0.06000732,1
1,3,21,4,26,0.061193293,1
1,3,21,0,4,0.138453107,1
1,3,21,0,5,0.139853042,1
1,3,21,0,0,0.140380161,1
1,3,21,0,2,0.139865254,1
1,3,21,0,1,0.141243566,1
1,3,21,0,3,0.13634751,1
1,4,1,1,8,0,0
1,4,1,1,6,0,0
1,4,1,1,11,0,0
1,4,1,2,17,0,0
1,4,1,3,19,0,0
1,4,1,1,7,0,0
1,4,1,1,9,0,0
1,4,1,1,10,0,0
1,4,1,3,21,0,0
1,4,1,3,23,0,0
1,4,1,2,16,0,0
1,4,1,3,22,0,0
1,4,1,2,15,0,0
1,4,1,2,13,0,0
1,4,1,2,14,0.042581095,1
1,4,1,3,20,0.003117296,1
1,4,1,2,12,0.041038419,1
1,4,1,3,18,0.001167114,1
1,4,1,4,28,0.060513085,1
1,4,1,4,29,0.059653918,1
1,4,1,4,24,0.056641666,1
1,4,1,4,25,0.075564362,1
1,4,1,4,27,0.081878891,1
1,4,1,4,26,0.079710618,1
1,4,1,0,4,0.081777489,1
1,4,1,0,5,0.060018443,1
1,4,1,0,0,0.080947591,1
1,4,1,0,2,0.061204838,1
1,4,1,0,1,0.07814319,1
1,4,1,0,3,0.080034952,1
1,4,5,1,8,0,0
1,4,5,1,6,0,0
1,4,5,1,11,0,0
1,4,5,3,19,0,0
1,4,5,1,7,0,0
1,4,5,1,9,0,0
1,4,5,1,10,0,0
1,4,5,3,21,0,0
1,4,5,3,22,0,0
1,4,5,2,14,0,0
1,4,5,2,17,0.038914305,1
1,4,5,3,23,0.010030716,1
1,4,5,2,16,0.077428661,1
1,4,5,2,15,0.080269364,1
1,4,5,2,13,0.039589075,1
1,4,5,3,20,0.004403095,1
1,4,5,2,12,0.074808577,1
1,4,5,3,18,0.000468314,1
1,4,5,4,28,0.05892016,1
1,4,5,4,29,0.079508005,1
1,4,5,4,24,0.06068527,1
1,4,5,4,25,0.079138087,1
1,4,5,4,27,0.079778896,1
1,4,5,4,26,0.080224717,1
1,4,5,0,4,0.079356867,1
1,4,5,0,5,0.064591639,1
1,4,5,0,0,0.059705069,1
1,4,5,0,2,0.080745097,1
1,4,5,0,1,0.074064515,1
1,4,5,0,3,0.079495446,1
1,4,9,1,8,0,0
1,4,9,1,6,0,0
1,4,9,1,11,0,0
1,4,9,1,7,0,0
1,4,9,1,9,0,0
1,4,9,1,10,0,0
1,4,9,3,19,0.01157199,1
1,4,9,3,21,0.014761783,1
1,4,9,3,22,0.014889742,1
1,4,9,2,14,0.03837973,1
1,4,9,2,17,0.080082428,1
1,4,9,3,23,0.017833007,1
1,4,9,2,16,0.041678859,1
1,4,9,2,15,0.040825317,1
1,4,9,2,13,0.039210425,1
1,4,9,3,20,0.01269106,1
1,4,9,2,12,0.079463661,1
1,4,9,3,18,0.025127012,1
1,4,9,4,28,0.120120365,1
1,4,9,4,29,0.117278133,1
1,4,9,4,24,0.099615954,1
1,4,9,4,25,0.099609872,1
1,4,9,4,27,0.118365934,1
1,4,9,4,26,0.121531427,1
1,4,9,0,4,0.10206766,1
1,4,9,0,5,0.100105102,1
1,4,9,0,0,0.099067623,1
1,4,9,0,2,0.081346116,1
1,4,9,0,1,0.099162492,1
1,4,9,0,3,0.05817566,1
1,4,13,1,6,0,0
1,4,13,2,12,0,0
1,4,13,1,8,0.020458912,1
1,4,13,1,11,0.017620187,1
1,4,13,1,7,0.019328969,1
1,4,13,1,9,0.020470681,1
1,4,13,1,10,0.019127666,1
1,4,13,3,19,0.0175596,1
1,4,13,3,21,0.032489307,1
1,4,13,3,22,0.012692166,1
1,4,13,2,14,0.040440369,1
1,4,13,2,17,0.040591555,1
1,4,13,3,23,0.012871772,1
1,4,13,2,16,0.084947532,1
1,4,13,2,15,0.041075658,1
1,4,13,3,20,0.030027762,1
1,4,13,3,18,0.024455493,1
1,4,13,4,28,0.101721967,1
1,4,13,4,29,0.099824664,1
1,4,13,4,24,0.09812867,1
1,4,13,4,25,0.099927716,1
1,4,13,4,27,0.098798488,1
1,4,13,4,26,0.061399038,1
1,4,13,2,13,0.124537505,2
1,4,13,0,4,0.159378796,2
1,4,13,0,5,0.161149037,2
1,4,13,0,0,0.160613051,2
1,4,13,0,2,0.159233934,2
1,4,13,0,1,0.160083533,2
1,4,13,0,3,0.160784609,2
1,4,17,1,6,0,0
1,4,17,1,8,0,0
1,4,17,1,11,0,0
1,4,17,1,7,0,0
1,4,17,1,9,0,0
1,4,17,1,10,0,0
1,4,17,3,19,0,0
1,4,17,3,21,0.021177053,1
1,4,17,3,22,0.011244371,1
1,4,17,3,23,0.01261986,1
1,4,17,3,20,0.017164467,1
1,4,17,3,18,0.020453305,1
1,4,17,4,28,0.080053104,1
1,4,17,4,29,0.081769687,1
1,4,17,4,24,0.061017859,1
1,4,17,4,25,0.080683322,1
1,4,17,4,27,0.080161038,1
1,4,17,4,26,0.079450288,1
1,4,17,2,12,0.183973392,2
1,4,17,2,14,0.139592407,2
1,4,17,2,17,0.18242113,2
1,4,17,2,16,0.186118562,2
1,4,17,2,15,0.137084609,2
1,4,17,2,13,0.181691271,2
1,4,17,0,4,0.158291309,2
1,4,17,0,5,0.160989289,2
1,4,17,0,0,0.16189014,2
1,4,17,0,2,0.157991357,2
1,4,17,0,1,0.157441989,2
1,4,17,0,3,0.160501925,2
1,4,21,1,6,0,0
1,4,21,1,8,0,0
1,4,21,1,11,0,0
1,4,21,1,7,0,0
1,4,21,1,9,0,0
1,4,21,1,10,0,0
1,4,21,3,22,0,0
1,4,21,3,19,0.003801847,1
1,4,21,3,21,0.004688347,1
1,4,21,3,23,0.003885076,1
1,4,21,3,20,0.00314631,1
1,4,21,3,18,0.003732226,1
1,4,21,4,28,0.080358752,1
1,4,21,4,29,0.061228685,1
1,4,21,4,24,0.082358413,1
1,4,21,4,25,0.078464727,1
1,4,21,4,27,0.08331245,1
1,4,21,4,26,0.059233479,1
1,4,21,2,14,0.10778812,1
1,4,21,2,17,0.07269284,1
1,4,21,2,15,0.070982548,1
1,4,21,2,12,0.147231878,2
1,4,21,2,16,0.195204083,2
1,4,21,2,13,0.146030371,2
1,4,21,0,4,0.143856325,2
1,4,21,0,5,0.143084563,2
1,4,21,0,0,0.139053365,2
1,4,21,0,2,0.140717105,2
1,4,21,0,1,0.138118676,2
1,4,21,0,3,0.139590159,2
1,5,1,1,6,0,0
1,5,1,1,8,0,0
1,5,1,1,11,0,0
1,5,1,1,7,0,0
1,5,1,1,9,0,0
1,5,1,1,10,0,0
1,5,1,3,19,0,0
1,5,1,3,20,0,0
1,5,1,2,12,0,0
1,5,1,3,22,0.010712653,1
1,5,1,3,21,0.009007449,1
1,5,1,3,23,0.009095328,1
1,5,1,3,18,0.014528133,1
1,5,1,4,28,0.040841951,1
1,5,1,2,14,0.0402398,1
1,5,1,2,15,0.038558515,1
1,5,1,2,16,0.039401852,1
1,5,1,4,29,0.080895688,2
1,5,1,4,24,0.081041709,2
1,5,1,4,25,0.056883432,2
1,5,1,4,27,0.058441013,2
1,5,1,4,26,0.062044245,2
1,5,1,2,17,0.077488061,2
1,5,1,2,13,0.079651601,2
1,5,1,0,4,0.060284628,2
1,5,1,0,5,0.060199682,2
1,5,1,0,0,0.080236072,2
1,5,1,0,2,0.062439185,2
1,5,1,0,1,0.061312256,2
1,5,1,0,3,0.060500926,2
1,5,5,1,6,0,0
1,5,5,1,8,0,0
1,5,5,1,11,0,0
1,5,5,1,7,0,0
1,5,5,1,9,0,0
1,5,5,1,10,0,0
1,5,5,3,23,0,0
1,5,5,2,14,0,0
1,5,5,2,16,0,0
1,5,5,3,19,0.005360989,1
1,5,5,3,20,0.008424315,1
1,5,5,2,12,0.039537551,1
1,5,5,3,22,0.00757241,1
1,5,5,3,21,0.001217236,1
1,5,5,3,18,0.00571679,1
1,5,5,2,15,0.041565589,1
1,5,5,4,24,0.041188046,1
1,5,5,4,25,0.039724048,1
1,5,5,4,27,0.039598497,1
1,5,5,2,17,0.039100394,1
1,5,5,0,2,0.039080432,1
1,5,5,4,28,0.061876291,2
1,5,5,4,29,0.079068858,2
1,5,5,4,26,0.078997818,2
1,5,5,2,13,0.08452842,2
1,5,5,0,4,0.082266904,2
1,5,5,0,5,0.083221813,2
1,5,5,0,0,0.079844122,2
1,5,5,0,1,0.084284035,2
1,5,5,0,3,0.077531306,2
1,5,9,1,6,0,0
1,5,9,1,8,0,0
1,5,9,1,11,0,0
1,5,9,1,7,0,0
1,5,9,1,9,0,0
1,5,9,1,10,0,0
1,5,9,2,16,0,0
1,5,9,2,15,0,0
1,5,9,3,23,0.025397065,1
1,5,9,2,14,0.036053413,1
1,5,9,3,19,0.007310981,1
1,5,9,3,20,0.022708248,1
1,5,9,2,12,0.040390416,1
1,5,9,3,22,0.015392678,1
1,5,9,3,21,0.016625499,1
1,5,9,3,18,0.010964089,1
1,5,9,2,17,0.078463179,2
1,5,9,0,2,0.096713904,2
1,5,9,4,29,0.102209103,2
1,5,9,2,13,0.04124313,2
1,5,9,0,4,0.100292757,2
1,5,9,0,5,0.101545642,2
1,5,9,0,0,0.102336468,2
1,5,9,0,1,0.101823804,2
1,5,9,0,3,0.079972604,2
1,5,9,4,24,0.122815484,3
1,5,9,4,25,0.119458362,3
1,5,9,4,27,0.1207163,3
1,5,9,4,28,0.118478339,3
1,5,9,4,26,0.120734655,3
1,5,13,1,6,0,0
1,5,13,1,11,0,0
1,5,13,1,7,0,0
1,5,13,1,9,0,0
1,5,13,1,8,0.017456914,1
1,5,13,1,10,0.018483001,1
1,5,13,3,23,0.024324902,1
1,5,13,3,20,0.012009825,1
1,5,13,3,22,0.027115989,1
1,5,13,3,21,0.012943045,1
1,5,13,3,18,0.016386254,1
1,5,13,2,16,0.040927393,2
1,5,13,2,15,0.078028356,2
1,5,13,2,14,0.038193264,2
1,5,13,3,19,0.036641873,2
1,5,13,2,12,0.040653388,2
1,5,13,2,17,0.041136473,2
1,5,13,2,13,0.077935378,2
1,5,13,4,28,0.077475602,2
1,5,13,0,2,0.159149383,3
1,5,13,4,29,0.098904184,3
1,5,13,0,4,0.162499054,3
1,5,13,0,5,0.16270251,3
1,5,13,0,0,0.159279233,3
1,5,13,0,1,0.158032618,3
1,5,13,0,3,0.161420622,3
1,5,13,4,24,0.103420375,3
1,5,13,4,25,0.100767352,3
1,5,13,4,27,0.099413264,3
1,5,13,4,26,0.098440444,3
1,5,17,1,6,0,0
1,5,17,1,11,0,0
1,5,17,1,7,0,0
1,5,17,1,9,0,0
1,5,17,1,8,0,0
1,5,17,1,10,0,0
1,5,17,3,23,0.023730543,1
1,5,17,3,20,0.011787093,1
1,5,17,3,22,0.01588055,1
1,5,17,3,21,0.021590758,1
1,5,17,3,18,0.010034697,1
1,5,17,3,19,0.00888441,1
1,5,17,4,28,0.084462358,2
1,5,17,4,29,0.081900975,2
